timestamp,plate_text,crop_file,frame_file
20260704_113309,20,/app/anpr_results/crops/20260704_113309_4478_0_0.jpg,/app/anpr_results/frames/20260704_113309_4478_0_0.jpg
20260704_113310,204,/app/anpr_results/crops/20260704_113310_4479_0_0.jpg,/app/anpr_results/frames/20260704_113310_4479_0_0.jpg
20260704_113311,2804,/app/anpr_results/crops/20260704_113311_4487_0_0.jpg,/app/anpr_results/frames/20260704_113311_4487_0_0.jpg
20260704_113312,204,/app/anpr_results/crops/20260704_113312_4492_0_0.jpg,/app/anpr_results/frames/20260704_113312_4492_0_0.jpg
20260704_113315,2804,/app/anpr_results/crops/20260704_113315_4511_0_0.jpg,/app/anpr_results/frames/20260704_113315_4511_0_0.jpg
20260704_113316,2054,/app/anpr_results/crops/20260704_113316_4518_0_0.jpg,/app/anpr_results/frames/20260704_113316_4518_0_0.jpg
20260704_113316,283054,/app/anpr_results/crops/20260704_113316_4522_0_0.jpg,/app/anpr_results/frames/20260704_113316_4522_0_0.jpg
20260704_113318,2804,/app/anpr_results/crops/20260704_113318_4534_0_0.jpg,/app/anpr_results/frames/20260704_113318_4534_0_0.jpg
20260704_113320,204,/app/anpr_results/crops/20260704_113320_4545_0_0.jpg,/app/anpr_results/frames/20260704_113320_4545_0_0.jpg
20260704_113321,2804,/app/anpr_results/crops/20260704_113321_4551_0_0.jpg,/app/anpr_results/frames/20260704_113321_4551_0_0.jpg
20260704_113321,204,/app/anpr_results/crops/20260704_113321_4554_0_0.jpg,/app/anpr_results/frames/20260704_113321_4554_0_0.jpg
20260704_113325,208304,/app/anpr_results/crops/20260704_113325_4574_0_0.jpg,/app/anpr_results/frames/20260704_113325_4574_0_0.jpg
20260704_113327,204,/app/anpr_results/crops/20260704_113327_4585_0_0.jpg,/app/anpr_results/frames/20260704_113327_4585_0_0.jpg
20260704_113328,2804,/app/anpr_results/crops/20260704_113328_4592_0_0.jpg,/app/anpr_results/frames/20260704_113328_4592_0_0.jpg
20260704_113328,2054,/app/anpr_results/crops/20260704_113328_4594_0_0.jpg,/app/anpr_results/frames/20260704_113328_4594_0_0.jpg
